CFOP,TMCFTIT,TMCFDSC,TMCLOE
5306,Prestação de serviço de comunicação a estabelecimento de produtor rural,Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de produtor rural.,4003 
5307,Prestação de serviço de comunicação a não contribuinte,Classificam-se neste código as prestações de serviços de comunicação a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.,4003 
5350,PRESTAÇÕES DE SERVIÇOS DE TRANSPORTE,,TRIB
5351,Prestação de serviço de transporte para execução de serviço da mesma natureza,Classificam-se neste código as prestações de serviços de transporte destinados às prestações de serviços da mesma natureza.,4003 
5352,Prestação de serviço de transporte a estabelecimento industrial,Classificam-se neste código as prestações de serviços de transporte a estabelecimento industrial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento industrial de cooperativa.,4003 
5353,Prestação de serviço de transporte a estabelecimento comercial,Classificam-se neste código as prestações de serviços de transporte a estabelecimento comercial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento comercial de cooperativa.,4003 
5354,Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação,Classificam-se neste código as prestações de serviços de transporte a estabelecimento prestador de serviços de comunicação.,4003 
5355,Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica,Classificam-se neste código as prestações de serviços de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica.,4003 
5356,Prestação de serviço de transporte a estabelecimento de produtor rural,Classificam-se neste código as prestações de serviços de transporte a estabelecimento de produtor rural.,4003 
5357,Prestação de serviço de transporte a não contribuinte,Classificam-se neste código as prestações de serviços de transporte a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.,4003 
5400,SAÍDAS DE MERCADORIAS SUJEITAS AO REGIME DE SUBSTITUIÇÃO TRIBUTÁRIA,,TRIB
5401,"Venda de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária, na condição de contribuinte substituto","Classificam-se neste código as vendas de produtos industrializados no estabelecimento em operações com produtos sujeitos ao regime de substituição tributária, na condição de contribuinte substituto. Também serão classificadas neste código as vendas de pro",TRIB
5402,"Venda de produção do estabelecimento de produto sujeito ao regime de substituição tributária, em operação entre contribuintes substitutos do mesmo produto","Classificam-se neste código as vendas de produtos sujeitos ao regime de substituição tributária industrializados no estabelecimento, em operações entre contribuintes substitutos do mesmo produto",TRIB
5403,"Venda de mercadoria adquirida ou recebida de terceiros em operação com mercadoria sujeita ao regime de substituição tributária, na condição de contribuinte substituto","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, na condição de contribuinte substituto, em operação com mercadorias sujeitas ao regime de substituição tributária.",TRIB
5405,Venda de prod ST por substituído - não gera crédito,"Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros em operação com mercadorias sujeitas ao regime de substituição tributária, na condição de contribuinte substituído.",TRIB
5408,Transferência de produção do estabelecimento em operação com produto sujeito ao regime de substituição tributária,"Classificam-se neste código os produtos industrializados no estabelecimento e transferidos para outro estabelecimento da mesma empresa, em operações com produtos sujeitos ao regime de substituição tributária.",TRIB
5409,"Transf prod ST, não gera crédito","Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros que não tenham sido objeto de qualquer processo industrial no estabelecimento, em operações com mercadorias suje",TRIB
5410,Devolução de compra para industrialização em operação com mercadoria sujeita ao regime de substituição tributária,Classificam-se neste código as devoluções de mercadorias adquiridas para serem utilizadas em processo de industrialização cujas entradas tenham sido classificadas como,4015 
5411,Devolução de compra para comercialização em operação com mercadoria sujeita ao regime de substituição tributária,"Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como",4015 
5412,"Devolução de bem do ativo imobilizado, em operação com mercadoria sujeita ao regime de substituição tributária","Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada tenha sido classificada no código",4015 
5413,"Devolução de mercadoria destinada ao uso ou consumo, em operação com mercadoria sujeita ao regime de substituição tributária","Classificam-se neste código as devoluções de mercadorias adquiridas para uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código",4015 
5414,Remessa de produção do estabelecimento para venda fora do estabelecimento em operação com produto sujeito ao regime de substituição tributária,"Classificam-se neste código as remessas de produtos industrializados pelo estabelecimento para serem vendidos fora do estabelecimento, inclusive por meio de veículos, em operações com produtos sujeitos ao regime de substituição tributária.",TRIB
5415,"Remessa de mercadoria adquirida ou recebida de terceiros para venda fora do estabelecimento, em operação com mercadoria sujeita ao regime de substituição tributária","Classificam-se neste código as remessas de mercadorias adquiridas ou recebidas de terceiros para serem vendidas fora do estabelecimento, inclusive por meio de veículos, em operações com mercadorias sujeitas ao regime de substituição tributária.",TRIB
5450,SISTEMAS DE INTEGRAÇÃO,,TRIB
5451,Remessa de animal e de insumo para estabelecimento produtor,"Classificam-se neste código as saídas referentes à remessa de animais e de insumos para criação de animais no sistema integrado, tais como: pintos, leitões, rações e medicamentos.",TRIB
5500,REMESSAS COM FIM ESPECÍFICO DE EXPORTAÇÃO E EVENTUAIS DEVOLUÇÕES,,TRIB
5501,"Remessa de produção do estabelecimento, com fim específico de exportação","Classificam-se neste código as saídas de produtos industrializados pelo estabelecimento, remetidos com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.",TRIB
5502,Remessa fim exportação,"Classificam-se neste código as saídas de mercadorias adquiridas ou recebidas de terceiros, remetidas com fim específico de exportação a trading company, empresa comercial exportadora ou outro estabelecimento do remetente.",TRIB
5503,Devolução de mercadoria recebida com fim específico de exportação,"Classificam-se neste código as devoluções efetuadas por trading company, empresa comercial exportadora ou outro estabelecimento do destinatário, de mercadorias recebidas com fim específico de exportação, cujas entradas tenham sido classificadas no código",4015 
5504,"Remessa de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento","Classificam-se neste código as remessas de mercadorias para formação de lote de exportação, de produtos industrializados ou produzidos pelo próprio estabelecimento.",4003 
5550,OPERAÇÕES COM BENS DE ATIVO IMOBILIZADO E MATERIAIS PARA USO OU CONSUMO,,TRIB
5551,Venda de bem do ativo imobilizado,Classificam-se neste código as vendas de bens integrantes do ativo imobilizado do estabelecimento.,TRIB
5552,Transferência de bem do ativo imobilizado,Classificam-se neste código os bens do ativo imobilizado transferidos para outro estabelecimento da mesma empresa.,TRIB
5553,Devolução de compra de bem para o ativo imobilizado,"Classificam-se neste código as devoluções de bens adquiridos para integrar o ativo imobilizado do estabelecimento, cuja entrada foi classificada no código",4015 
5554,Remessa de bem do ativo imobilizado para uso fora do estabelecimento,Classificam-se neste código as remessas de bens do ativo imobilizado para uso fora do estabelecimento.,TRIB
5555,"Devolução de bem do ativo imobilizado de terceiro, recebido para uso no estabelecimento","Classificam-se neste código as saídas em devolução, de bens do ativo imobilizado de terceiros, recebidos para uso no estabelecimento, cuja entrada tenha sido classificada no código",4015 
5556,Devolução de compra de material de uso ou consumo,"Classificam-se neste código as devoluções de mercadorias destinadas ao uso ou consumo do estabelecimento, cuja entrada tenha sido classificada no código",4015 
5557,Transferência de material de uso ou consumo,Classificam-se neste código os materiais para uso ou consumo transferidos para outro estabelecimento da mesma empresa.,TRIB
5600,CRÉDITOS E RESSARCIMENTOS DE ICMS,,TRIB
5601,Transferência de crédito de ICMS acumulado,Classificam-se neste código os lançamentos destinados ao registro da transferência de créditos de ICMS para outras empresas.,4003 
5602,"Transferência de saldo credor de ICMS para outro estabelecimento da mesma empresa, destinado à compensação de saldo devedor de ICMS","Classificam-se neste código os lançamentos destinados ao registro da transferência de saldos credores de ICMS para outros estabelecimentos da mesma empresa, destinados à compensação do saldo devedor desses estabelecimentos.",4003 
5603,Ressarcimento de ICMS retido por substituição tributária,"Classificam-se neste código os lançamentos destinados ao registro de ressarcimento de ICMS retido por substituição tributária a contribuinte substituído, efetuado pelo contribuinte substituto, nas hipóteses previstas na legislação aplicável.",4003 
5652,VENDA DE COMBUSTÍVEL OU LUBRIFICANTE DE PRODUÇÃO DO ESTABELECIMENTO DESTINADO À COMERCIALIZAÇÃO,"CLASSIFICAM-SE NESTE CÓDIGO AS VENDAS DE COMBUSTÍVEIS OU LUBRIFICANTES INDUSTRIALIZADOS NO ESTABELECIMENTO DESTINADOS À COMERCIALIZAÇÃO, INCLUSIVE AQUELAS DECORRENTES DE ENCOMENDA PARA ENTREGA FUTURA, CUJO FATURAMENTO TENHA SIDO CLASSIFCADO NO CÓDIGO 5.922""LANÇAMENTO EFETUADO A TÍTULO DE SIMPLES FATURAMENTO DECORRENTE DE VENDA PARA ENTREGA FUTURA""",TRIB
5655,"Devolução de bem do ativo imobilizado de terceiro, recebido para uso no estabelecimento","Classificam-se neste código as saídas em devolução, de bens do ativo imobilizado de terceiros, recebidos para uso no estabelecimento, cuja entrada tenha sido classificada no código “1.555 - Entrada de bem do ativo imobilizado de terceiro, remetido para uso no estabelecimento”.",4003 
5656,Venda de combustível ou lubrificante adquirido ou recebido de terceiros destinado a consumidor ou usuário final,,TRIB
5667,"Venda de combustivel ou lubrificante a consumidor ou usuário final estabelecido em outra unidade de federação, cujo o abastecimento tenha ocorrido na unidade de federação do remetente",,4003 
5900,OUTRAS SAÍDAS DE MERCADORIAS OU PRESTAÇÕES DE SERVIÇOS,,TRIB
5901,Remessa para industrialização por encomenda,"Classificam-se neste código as remessas de insumos remetidos para industrialização por encomenda, a ser realizada em outra empresa ou em outro estabelecimento da mesma empresa.",TRIB
5902,Retorno de mercadoria utilizada na industrialização por encomenda,"Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos para industrialização e incorporados ao produto final, por encomenda de outra empresa ou de outro estabelecimento da mesma empresa. O valor dos insumos n",TRIB
5903,Retorno de mercadoria recebida para industrialização e não aplicada no referido processo,Classificam-se neste código as remessas em devolução de insumos recebidos para industrialização e não aplicados no referido processo.,4015 
5904,Remessa para venda fora do estabelecimento,"Classificam-se neste código as remessas de mercadorias para venda fora do estabelecimento, inclusive por meio de veículos.",TRIB
5905,Remessa para depósito fechado ou armazém geral,Classificam-se neste código as remessas de mercadorias para depósito em depósito fechado ou armazém geral.,TRIB
5906,Retorno de mercadoria depositada em depósito fechado ou armazém geral,Classificam-se neste código os retornos de mercadorias depositadas em depósito fechado ou armazém geral ao estabelecimento depositante.,4015 
5907,Retorno simbólico de mercadoria depositada em depósito fechado ou armazém geral,"Classificam-se neste código os retornos simbólicos de mercadorias recebidas para depósito em depósito fechado ou armazém geral, quando as mercadorias depositadas tenham sido objeto de saída a qualquer título e que não devam retornar ao estabelecimento dep",4015 
5908,Remessa de bem por conta de contrato de comodato,Classificam-se neste código as remessas de bens para o cumprimento de contrato de comodato.,4004 
5909,Retorno de bem recebido por conta de contrato de comodato,Classificam-se neste código as remessas de bens em devolução após cumprido o contrato de comodato.,4015 
5910,"Remessa em bonificação, doação ou brinde","Classificam-se neste código as remessas de mercadorias a título de bonificação, doação ou brinde.",TRIB
5911,Remessa de amostra grátis,Classificam-se neste código as remessas de mercadorias a título de amostra grátis.,4003 
5912,Remessa de mercadoria ou bem para demonstração,Classificam-se neste código as remessas de mercadorias ou bens para demonstração.,TRIB
5913,Retorno de mercadoria ou bem recebido para demonstração,Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para demonstração.,4015 
5914,Remessa de mercadoria ou bem para exposição ou feira,Classificam-se neste código as remessas de mercadorias ou bens para exposição ou feira.,TRIB
5915,Remessa de mercadoria ou bem para conserto ou reparo,Classificam-se neste código as remessas de mercadorias ou bens para conserto ou reparo.,4012 
5916,Retorno de mercadoria ou bem recebido para conserto ou reparo,Classificam-se neste código as remessas em devolução de mercadorias ou bens recebidos para conserto ou reparo.,4013 
5917,Remessa de mercadoria em consignação mercantil ou industrial,Classificam-se neste código as remessas de mercadorias a título de consignação mercantil ou industrial.,TRIB
5918,Devolução de mercadoria recebida em consignação mercantil ou industrial,Classificam-se neste código as devoluções de mercadorias recebidas anteriormente a título de consignação mercantil ou industrial.,4015 
5919,"Devolução simbólica de mercadoria vendida ou utilizada em processo industrial, recebida anteriormente em consignação mercantil ou industrial","Classificam-se neste código as devoluções simbólicas de mercadorias vendidas ou utilizadas em processo industrial, que tenham sido recebidas anteriormente a título de consignação mercantil ou industrial.",4015 
5920,Remessa de vasilhame ou sacaria,Classificam-se neste código as remessas de vasilhame ou sacaria.,4003 
5921,Devolução de vasilhame ou sacaria,Classificam-se neste código as saídas por devolução de vasilhame ou sacaria.,4003 
5922,Lançamento efetuado a título de simples faturamento decorrente de venda para entrega futura,Classificam-se neste código os registros efetuados a título de simples faturamento decorrente de venda para entrega futura.,4003 
5923,"Remessa de mercadoria por conta e ordem de terceiros, em venda à ordem","Classificam-se neste código as saídas correspondentes à entrega de mercadorias por conta e ordem de terceiros, em vendas à ordem, cuja venda ao adquirente originário, foi classificada nos códigos",TRIB
5924,"Remessa para industrialização por conta e ordem do adquirente da mercadoria, quando esta não transitar pelo estabelecimento do adquirente","Classificam-se neste código as saídas de insumos com destino a estabelecimento industrializador, para serem industrializados por conta e ordem do adquirente, nas hipóteses em que os insumos não tenham transitado pelo estabelecimento do adquirente dos mesm",TRIB
5925,"Retorno de mercadoria recebida para industrialização por conta e ordem do adquirente da mercadoria, quando aquela não transitar pelo estabelecimento do adquirente","Classificam-se neste código as remessas, pelo estabelecimento industrializador, dos insumos recebidos, por conta e ordem do adquirente, para industrialização e incorporados ao produto final, nas hipóteses em que os insumos não tenham transitado pelo estab",4003 
5926,Lançamento efetuado a título de reclassificação de mercadoria decorrente de formação de kit ou de sua desagregação,Classificam-se neste código os registros efetuados a título de reclassificação decorrente de formação de kit de mercadorias ou de sua desagregação.,4003 
5927,"Lançamento efetuado a título de baixa de estoque decorrente de perda, roubo ou deterioração","Classificam-se neste código os registros efetuados a título de baixa de estoque decorrente de perda, roubou ou deterioração das mercadorias.",4003 
5928,Lançamento efetuado a título de baixa de estoque decorrente do encerramento da atividade da empresa,Classificam-se neste código os registros efetuados a título de baixa de estoque decorrente do encerramento das atividades da empresa.,4003 
5929,Troca de NFC-e por NF-e - dá direito ao crédito se a NFC-e tiver débito,Classificam-se neste código os registros relativos aos documentos fiscais emitidos em operações ou prestações que também tenham sido registradas em equipamento Emissor de Cupom Fiscal - ECF.,4003 
5931,"Lançamento efetuado em decorrência da responsabilidade de retenção do imposto por substituição tributária, atribuída ao remetente ou alienante da mercadoria, pelo serviço de transporte realizado por transportador autônomo ou por transportador não inscrit",Classificam-se neste código exclusivamente os lançamentos efetuados pelo remetente ou alienante da mercadoria quando lhe for atribuída a responsabilidade pelo recolhimento do imposto devido pelo serviço de transporte realizado por transportador autônomo o,4003 
5932,Prestação de serviço de transporte iniciada em unidade da Federação diversa daquela onde inscrito o prestador,Classificam-se neste código as prestações de serviço de transporte que tenham sido iniciadas em unidade da Federação diversa daquela onde o prestador está inscrito como contribuinte.,4003 
5949,Outra saída de mercadoria ou prestação de serviço não especificado,Classificam-se neste código as outras saídas de mercadorias ou prestações de serviços que não tenham sido especificados nos códigos anteriores.,TRIB
6000,SAÍDAS OU PRESTAÇÕES DE SERVIÇOS PARA OUTROS ESTADOS,"Classificam-se, neste grupo, as operações ou prestações em que o estabelecimento remetente esteja localizado em unidade da Federação diversa daquela do destinatário",TRIB
6100,VENDAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS,,TRIB
6101,Venda de produção do estabelecimento,Classificam-se neste código as vendas de produtos industrializados no estabelecimento. Também serão classificadas neste código as vendas de mercadorias por estabelecimento industrial de cooperativa destinadas a seus cooperados ou a estabelecimento de outr,TRIB
6102,Venda DE OUTRA UF,"Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial no estabelecimento. Também serão classificadas neste código as v",TRIB
6103,"Venda de produção do estabelecimento, efetuada fora do estabelecimento","Classificam-se neste código as vendas efetuadas fora do estabelecimento, inclusive por meio de veículo, de produtos industrializados no estabelecimento.",TRIB
6104,"Venda de mercadoria adquirida ou recebida de terceiros, efetuada fora do estabelecimento","Classificam-se neste código as vendas efetuadas fora do estabelecimento, inclusive por meio de veículo, de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industria",TRIB
6105,Venda de produção do estabelecimento que não deva por ele transitar,"Classificam-se neste código as vendas de produtos industrializados no estabelecimento, armazenados em depósito fechado, armazém geral ou outro sem que haja retorno ao estabelecimento depositante.",TRIB
6106,"Venda de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, armazenadas em depósito fechado, armazém geral ou outro, que não tenham sido objeto de qualquer processo industrial no esta",TRIB
6107,"Venda de produção do estabelecimento, destinada a não contribuinte","Classificam-se neste código as vendas de produtos industrializados no estabelecimento, destinadas a não contribuintes. Quaisquer operações de venda destinadas a não contribuintes deverão ser classificadas neste código.",TRIB
6108,"Venda de mercadoria adquirida ou recebida de terceiros, destinada a não contribuinte","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial no estabelecimento, destinadas a não contribuintes. Quaisquer op",TRIB
6109,Venda da produção p/ ALC,"Classificam-se neste código as vendas de produtos industrializados pelo estabelecimento, destinados à Zona Franca de Manaus ou Áreas de Livre Comércio.",TRIB
6110,Venda p/ ALC,"Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, destinadas à Zona Franca de Manaus ou Áreas de Livre Comércio.",TRIB
6111,Venda de produção do estabelecimento remetida anteriormente em consignação industrial,Classificam-se neste código as vendas efetivas de produtos industrializados no estabelecimento remetidos anteriormente a título de consignação industrial.,TRIB
6112,Venda de mercadoria adquirida ou recebida de Terceiros remetida anteriormente em consignação industrial,"Classificam-se neste código as vendas efetivas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, remetidas anteriormente a título de consignação industrial.",TRIB
6113,Venda de produção do estabelecimento remetida anteriormente em consignação mercantil,Classificam-se neste código as vendas efetivas de produtos industrializados no estabelecimento remetidos anteriormente a título de consignação mercantil.,TRIB
6114,Venda de mercadoria adquirida ou recebida de terceiros remetida anteriormente em consignação mercantil,"Classificam-se neste código as vendas efetivas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, remetidas anteriormente a título de consignação mercantil.",TRIB
6115,"Venda de mercadoria adquirida ou recebida de terceiros, recebida anteriormente em consignação mercantil","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, recebidas anteriormente a título de consignação mercantil.",TRIB
6116,Venda de produção do estabelecimento originada de encomenda para entrega futura,"Classificam-se neste código as vendas de produtos industrializados pelo estabelecimento, quando da saída real do produto, cujo faturamento tenha sido classificado no código",TRIB
6117,"Venda de mercadoria adquirida ou recebida de terceiros, originada de encomenda para entrega futura","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, quando da saída real da mercadoria, cujo faturamento tenha sido classificado no códig",TRIB
6118,"Venda de produção do estabelecimento entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem","Classificam-se neste código as vendas à ordem de produtos industrializados pelo estabelecimento, entregues ao destinatário por conta e ordem do adquirente originário.",TRIB
6119,"Venda de mercadoria adquirida ou recebida de terceiros entregue ao destinatário por conta e ordem do adquirente originário, em venda à ordem","Classificam-se neste código as vendas à ordem de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, entregues ao destinatário por conta e ordem do adquirente originário.",TRIB
6120,Venda à ordem,"Classificam-se neste código as vendas à ordem de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, entregues pelo vendedor remetente ao destinatário, cuja compra seja classific",4003 
6122,"Venda de produção do estabelecimento remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente","Classificam-se neste código as vendas de produtos industrializados no estabelecimento, remetidos para serem industrializados em outro estabelecimento, por conta e ordem do adquirente, sem que os produtos tenham transitado pelo estabelecimento do adquirent",TRIB
6123,"Venda de mercadoria adquirida ou recebida de terceiros remetida para industrialização, por conta e ordem do adquirente, sem transitar pelo estabelecimento do adquirente","Classificam-se neste código as vendas de mercadorias adquiridas ou recebidas de terceiros, que não tenham sido objeto de qualquer processo industrial no estabelecimento, remetidas para serem industrializadas em outro estabelecimento, por conta e ordem do",TRIB
6124,Industrialização efetuada para outra empresa,"Classificam-se neste código as saídas de mercadorias industrializadas para terceiros, compreendendo os valores referentes aos serviços prestados e os das mercadorias de propriedade do industrializador empregadas no processo industrial.",TRIB
6125,Industrialização efetuada para outra empresa quando a mercadoria recebida para utilização no processo de industrialização não transitar pelo estabelecimento adquirente da mercadoria,"Classificam-se neste código as saídas de mercadorias industrializadas para outras empresas, em que as mercadorias recebidas para utilização no processo de industrialização não tenham transitado pelo estabelecimento do adquirente das mercadorias, compreend",TRIB
6150,TRANSFERÊNCIAS DE PRODUÇÃO PRÓPRIA OU DE TERCEIROS,,TRIB
6151,Transferência de produção do estabelecimento,Classificam-se neste código os produtos industrializados no estabelecimento e transferidos para outro estabelecimento da mesma empresa.,TRIB
6152,Transferência de OUTRA UF,"Classificam-se neste código as mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização e que não tenham sido objeto de qualquer processo industrial no estabelecimento, transferidas para outro estabelecimento da mesma empr",TRIB
6153,Transferência de energia elétrica,"Classificam-se neste código as transferências de energia elétrica para outro estabelecimento da mesma empresa, para distribuição.",4003 
6155,"Transferência de produção do estabelecimento, que não deva por ele transitar","Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de produtos industrializados no estabelecimento que tenham sido remetidos para armazém geral, depósito fechado ou outro, sem que haja retorno ao estabelecimento dep",TRIB
6156,"Transferência de mercadoria adquirida ou recebida de terceiros, que não deva por ele transitar","Classificam-se neste código as transferências para outro estabelecimento da mesma empresa, de mercadorias adquiridas ou recebidas de terceiros para industrialização ou comercialização, que não tenham sido objeto de qualquer processo industrial, remetidas",TRIB
6200,"DEVOLUÇÕES DE COMPRAS PARA INDUSTRIALIZAÇÃO, COMERCIALIZAÇÃO OU ANULAÇÕES DE VALORES",,TRIB
6201,Devolução de compra para industrialização,"Classificam-se neste código as devoluções de mercadorias adquiridas para serem utilizadas em processo de industrialização, cujas entradas tenham sido classificadas como",4015 
6202,Devol de compra comercial,"Classificam-se neste código as devoluções de mercadorias adquiridas para serem comercializadas, cujas entradas tenham sido classificadas como",4015 
6205,Anulação de valor relativo a aquisição de serviço de comunicação,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de comunicação.",4003 
6206,Anulação de valor relativo a aquisição de serviço de transporte,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes das aquisições de serviços de transporte.",4003 
6207,Anulação de valor relativo à compra de energia elétrica,"Classificam-se neste código as anulações correspondentes a valores faturados indevidamente, decorrentes da compra de energia elétrica.",4003 
6208,Devolução de mercadoria recebida em transferência para industrialização,"Classificam-se neste código as devoluções de mercadorias recebidas em transferência de outros estabelecimentos da mesma empresa, para serem utilizadas em processo de industrialização.",4015 
6209,Devolução de transfer DE OUTRA UF,"Classificam-se neste código as devoluções de mercadorias recebidas em transferência de outro estabelecimento da mesma empresa, para serem comercializadas.",4015 
6210,Devolução de compra para utilização na prestação de serviço,"Classificam-se neste código as devoluções de mercadorias adquiridas para utilização na prestação de serviços, cujas entradas tenham sido classificadas no código",4015 
6250,VENDAS DE ENERGIA ELÉTRICA,,TRIB
6251,Venda de energia elétrica para distribuição ou comercialização,Classificam-se neste código as vendas de energia elétrica destinada à distribuição ou comercialização. Também serão classificadas neste código as vendas de energia elétrica destinada a cooperativas para distribuição aos seus cooperados.,4003 
6252,Venda de energia elétrica para estabelecimento industrial,Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento industrial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento industrial de cooperativa.,4003 
6253,Venda de energia elétrica para estabelecimento comercial,Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento comercial. Também serão classificadas neste código as vendas de energia elétrica destinada a estabelecimento comercial de cooperativa.,4003 
6254,Venda de energia elétrica para estabelecimento prestador de serviço de transporte,Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de transporte.,4003 
6255,Venda de energia elétrica para estabelecimento prestador de serviço de comunicação,Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de prestador de serviços de comunicação.,4003 
6256,Venda de energia elétrica para estabelecimento de produtor rural,Classificam-se neste código as vendas de energia elétrica para consumo por estabelecimento de produtor rural.,4003 
6257,Venda de energia elétrica para consumo por demanda contratada,"Classificam-se neste código as vendas de energia elétrica para consumo por demanda contratada, que prevalecerá sobre os demais códigos deste subgrupo.",4003 
6258,Venda de energia elétrica a não contribuinte,Classificam-se neste código as vendas de energia elétrica a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.,4003 
6300,PRESTAÇÕES DE SERVIÇOS DE COMUNICAÇÃO,,TRIB
6301,Prestação de serviço de comunicação para execução de serviço da mesma natureza,Classificam-se neste código as prestações de serviços de comunicação destinados às prestações de serviços da mesma natureza.,4003 
6302,Prestação de serviço de comunicação a estabelecimento industrial,Classificam-se neste código as prestações de serviços de comunicação a estabelecimento industrial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento industrial de cooperativa.,4003 
6303,Prestação de serviço de comunicação a estabelecimento comercial,Classificam-se neste código as prestações de serviços de comunicação a estabelecimento comercial. Também serão classificados neste código os serviços de comunicação prestados a estabelecimento comercial de cooperativa.,4003 
6304,Prestação de serviço de comunicação a estabelecimento de prestador de serviço de transporte,Classificam-se neste código as prestações de serviços de comunicação a estabelecimento prestador de serviço de transporte.,4003 
6305,Prestação de serviço de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica,Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de geradora ou de distribuidora de energia elétrica.,4003 
6306,Prestação de serviço de comunicação a estabelecimento de produtor rural,Classificam-se neste código as prestações de serviços de comunicação a estabelecimento de produtor rural.,4003 
6307,Prestação de serviço de comunicação a não contribuinte,Classificam-se neste código as prestações de serviços de comunicação a pessoas físicas ou a pessoas jurídicas não indicadas nos códigos anteriores.,4003 
6350,PRESTAÇÕES DE SERVIÇOS DE TRANSPORTE,,TRIB
6351,Prestação de serviço de transporte para execução de serviço da mesma natureza,Classificam-se neste código as prestações de serviços de transporte destinados às prestações de serviços da mesma natureza.,4003 
6352,Prestação de serviço de transporte a estabelecimento industrial,Classificam-se neste código as prestações de serviços de transporte a estabelecimento industrial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento industrial de cooperativa.,4003 
6353,Prestação de serviço de transporte a estabelecimento comercial,Classificam-se neste código as prestações de serviços de transporte a estabelecimento comercial. Também serão classificados neste código os serviços de transporte prestados a estabelecimento comercial de cooperativa.,4003 
6354,Prestação de serviço de transporte a estabelecimento de prestador de serviço de comunicação,Classificam-se neste código as prestações de serviços de transporte a estabelecimento prestador de serviços de comunicação.,4003 
6355,Prestação de serviço de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica,Classificam-se neste código as prestações de serviços de transporte a estabelecimento de geradora ou de distribuidora de energia elétrica.,4003 
6356,Prestação de serviço de transporte a estabelecimento de produtor rural,Classificam-se neste código as prestações de serviços de transporte a estabelecimento de produtor rural.,4003 
